index,subject,verb,object,start,end,subj_dep,subj_tag,obj_dep,obj_tag,Document,clean_verbs,clean_objs
735883,that,forced,americans,254,275,nsubj,WDT,dobj,NNPS,19333,force,american
735890,that,should have favored,republicans,537,572,nsubj,IN,dobj,NNPS,19333,favor,republican
735960,he,hasn’t led,politicians,1998,2003,nsubj,PRP,dobj,NNS,19333,lead,politician
735986,friends,remind,friends,829,834,nsubj,NNS,dobj,NNS,19334,remind,friend
736166,gunman,killed,americans,114,148,nsubj,NN,dobj,NNPS,19338,kill,american
736169,taliban,have never killed,americans,359,368,nsubj,NNP,dobj,NNPS,19338,kill,american
736254,alice,has trained,daughters,305,309,nsubj,NNP,dobj,NNS,19340,train,daughter
736275,she,won’t leave,sister,1007,1038,nsubj,PRP,dobj,NN,19340,leave,sister
736344,you,can attack,opponent,350,368,nsubj,PRP,dobj,NN,19342,attack,opponent
736437,we,expose,children,2477,2523,nsubj,PRP,dobj,NNS,19343,expose,child
736559,we,are not electing,pastor,567,587,nsubj,PRP,dobj,NN,19347,elect,pastor
736571,we,urge,americans,731,862,nsubj,PRP,dobj,NNPS,19347,urge,american
736645,who,will bless,neighbors,2569,2596,nsubj,WP,dobj,NNS,19347,bless,neighbor
737087,that,kills,woman,642,657,nsubj,WDT,dobj,NN,19353,kill,woman
737137,first trump,called,women,214,218,nsubj,NNP,dobj,NNS,19354,call,woman
737410,family members,to coerce,person,1053,1085,nsubj,NNS,dobj,NN,19361,coerce,person
737411,peers,to coerce,person,1053,1085,conj,NNS,dobj,NN,19361,coerce,person
737437,i,would have called,fan,59,95,nsubj,PRP,dobj,NN,19362,call,fan
737549,i,will defend,women,684,708,nsubj,PRP,dobj,NNS,19364,defend,woman
737619,him,escape,police officer,703,742,nsubj,PRP,dobj,NN,19365,escape,police officer
737801,adviser david axelrod,admitted,baker,843,862,nsubj,NNP,dobj,NNP,19370,admit,baker
737802,you,could find,partners,866,879,nsubj,PRP,dobj,NNS,19370,find,partner
737879,that,killed,americans,1789,1801,nsubj,WDT,dobj,NNPS,19371,kill,american
737925,they,’re accusing,man,1014,1048,nsubj,PRP,dobj,NN,19372,accuse,man
738045,what,attracts,women,473,477,nsubj,WP,dobj,NNS,19376,attract,woman
738059,it,threatens,women,742,763,nsubj,PRP,dobj,NNS,19376,threaten,woman
738171,i,'ve interviewed,women,3931,3934,nsubj,PRP,dobj,NNS,19376,interview,woman
738283,people,can challenge,voters,1313,1317,nsubj,NNS,dobj,NNS,19379,challenge,voter
738286,they,could be challenging,voters,1420,1433,nsubj,PRP,dobj,NNS,19379,challenge,voter
738496,allowing,would have deprived,customers,1331,1349,csubj,VBG,dobj,NNS,19382,deprive,customer
738639,that,protects,brain,197,211,nsubj,WDT,dobj,NN,19386,protect,brain
738698,stigma,hurts,victims,504,509,nsubj,NN,dobj,NNS,19387,hurt,victim
738960,that,elected,president,1694,1700,nsubj,WDT,dobj,NN,19394,elect,president
739093,men,can support,woman,210,237,nsubj,NNS,dobj,NN,19397,support,woman
739369,he,’s forced,subordinates,543,554,nsubj,PRP,dobj,NNS,19408,force,subordinate
739436,campaign,to hire,friend,1147,1173,nsubj,NN,dobj,NN,19409,hire,friend
739480,anger,overwhelmed,men,2180,2192,nsubj,NN,dobj,NNS,19409,overwhelm,man
739481,obsessions,overwhelmed,men,2180,2192,conj,NNS,dobj,NNS,19409,overwhelm,man
739616,climate change,threatens,citizens,1393,1421,nsubj,NN,dobj,NNS,19412,threaten,citizen
739740,trump university,sues,student,2714,2719,nsubj,NNP,dobj,NNP,19413,sue,student
739776,who,called,judge,3574,3593,nsubj,WP,dobj,NN,19413,call,judge
739855,trump hotel,sues,bartender,5357,5361,nsubj,NNP,dobj,NNP,19413,sue,bartender
739858,casino,employed,workers,5451,5484,nsubj,NNP,dobj,NNS,19413,employ,worker
740382,it,’s forcing,adults,351,366,nsubj,PRP,dobj,NNS,19420,force,adult
740593,authorities,have found,journalists,527,532,nsubj,NNS,dobj,NNS,19424,find,journalist
740596,it,controls,fighters,669,673,nsubj,PRP,dobj,NNS,19424,control,fighter
740778,that,abuse,children,2816,2834,nsubj,IN,dobj,NNS,19426,abuse,child
740794,tesson,to have consulted,experts,3618,3627,nsubj,NNP,dobj,NNS,19426,consult,expert
740960,healthcare.gov launch,left,employers,2755,2763,nsubj,VBP,dobj,NNS,19429,leave,employer
741005,that,blamed,fathers,677,698,nsubj,WDT,dobj,NNS,19430,blame,father
741346,they,love,guy,1282,1288,nsubj,PRP,dobj,NN,19437,love,guy
741437,democrats,led,republicans,353,355,nsubj,NNPS,dobj,NNPS,19438,lead,republican
741448,that,alienate,voters,663,673,nsubj,WDT,dobj,NNS,19438,alienate,voter
741769,that,oppressing,americans,3461,3476,nsubj,WDT,dobj,NNPS,19442,oppress,american
741946,facts,need,champion,2002,2005,nsubj,NNS,dobj,NN,19445,need,champion
741973,he,addressed,politicians,640,645,nsubj,PRP,dobj,NNS,19446,address,politician
742044,he,converts,professor,3638,3643,nsubj,PRP,dobj,NN,19446,convert,professor
742053,this,offends,god,3767,3770,nsubj,DT,dobj,NNP,19446,offend,god
742083,which,belittles,sissies,4834,4847,nsubj,WDT,dobj,NNS,19446,belittle,sissy
742085,rhetoric,finds,ground,4834,4855,nsubj,NN,dobj,NN,19446,find,grind
742112,he,alienated,allies,5565,5575,nsubj,PRP,dobj,NNS,19446,alienate,ally
742157,that,encouraged,girls,0,10,nsubj,DT,dobj,NNS,19448,encourage,girl
742287,hothouse atmosphere,might encourage,voters,1069,1095,nsubj,NN,dobj,NNS,19449,encourage,voter
742349,nominee donald trump,encouraging,supporters,0,17,nsubj,NNP,dobj,NNS,19452,encourage,supporter
742529,they,found,wife,620,623,nsubj,PRP,dobj,NN,19455,find,wife
742545,god,forbid,kids,1041,1044,nsubj,NNP,dobj,NNS,19455,forbid,kid
742563,candidate,encourages,supporters,1506,1525,nsubj,NN,dobj,NNS,19455,encourage,supporter
742693,trump tv,could grab,conservatives,934,939,nsubj,NN,dobj,NNS,19456,grab,conservative
742723,he,warned,fans,267,272,nsubj,PRP,dobj,NNS,19457,warn,fan
742753,she,beat,president,418,432,nsubj,PRP,dobj,NN,19459,beat,president
742884,party,reassure,voters,2367,2375,nsubj,NN,dobj,NNS,19461,reassure,voter
742897,that,lead,catholics,241,261,nsubj,WDT,dobj,NNPS,19462,lead,catholic
742916,firms,hire,workers,68,88,nsubj,NNS,dobj,NNS,19463,hire,worker
742983,fairy queen,addresses,lovers,588,596,nsubj,NNP,dobj,NNS,19464,address,lover
743270,airstrike,killed,parents,122,159,nsubj,NN,dobj,NNS,19470,kill,parent
743304,he,would urge,president,1308,1316,nsubj,PRP,dobj,NN,19470,urge,president
743309,watters,ridiculed,americans,53,71,nsubj,NNP,dobj,NNPS,19471,ridicule,american
743496,who,capture,man,771,801,nsubj,WP,dobj,NN,19476,capture,man
743765,center worker,would call,americans,0,35,nsubj,NN,dobj,NNPS,19481,call,american
743830,i,don’t blame,politicians,1149,1153,nsubj,PRP,dobj,NNS,19483,blame,politician
743837,i,blame,politicians,1341,1346,nsubj,PRP,dobj,NNS,19483,blame,politician
744142,researchers,interviewed,college students,492,517,nsubj,NNS,dobj,NNS,19490,interview,college student
744249,kehoe,killed,wife,3513,3532,nsubj,NNP,dobj,NN,19491,kill,wife
744259,kate,entertained,guests,4061,4099,nsubj,NNP,dobj,NNS,19491,entertain,guest
744326,who,enslaved,slaves,1280,1298,nsubj,WP,dobj,NNS,19493,enslave,slave
744351,them,to kill,sister,1894,1906,nsubj,PRP,dobj,NN,19493,kill,sister
744512,establishment,exiling,racists,527,536,nsubj,NN,dobj,NNS,19497,exile,racist
744577,bernie,asked,supporters,85,119,nsubj,NNP,dobj,NNS,19499,ask,supporter
744690,we,need,muslims,907,930,nsubj,PRP,dobj,NNPS,19500,need,muslim
744693,us,fight,muslims,907,961,nsubj,PRP,dobj,NNPS,19500,fight,muslim
745021,powell,used,server,1510,1533,nsubj,NNP,dobj,NN,19508,use,server
745029,that,won’t scare,customers,128,153,nsubj,WDT,dobj,NNS,19509,scare,customer
745052,donald trump,humiliating,woman,0,14,nsubj,NNP,dobj,NN,19510,humiliate,woman
745259,they,used,server,347,352,nsubj,PRP,dobj,NN,19514,use,server
745260,clinton,used,server,366,375,nsubj,NNP,dobj,NN,19514,use,server
745271,who,controls,servers,678,691,nsubj,WP,dobj,NNS,19514,control,server
745331,it,led,investigators,726,749,nsubj,PRP,dobj,NNS,19515,lead,investigator
745674,scandal,hurts,women,774,786,nsubj,NN,dobj,NNS,19524,hurt,woman
745726,beauty pageants,judge,women,1190,1196,nsubj,NNS,dobj,NNS,19525,judge,woman
745885,donald trump,has whipped,supporters,349,354,nsubj,NNP,dobj,NNS,19529,whip,supporter
746057,he,thanked,judge,1100,1103,nsubj,PRP,dobj,NN,19532,thank,judge
746191,government,can prosecute,taxpayer,1142,1147,nsubj,NN,dobj,NN,19536,prosecute,taxpayer
746363,donald trump,encourage,supporters,0,6,nsubj,NNP,dobj,NNS,19540,encourage,supporter
746369,donald trump,encourages,supporters,84,89,nsubj,NNP,dobj,NNS,19540,encourage,supporter
746384,he,encouraged,supporters,438,442,nsubj,PRP,dobj,NNS,19540,encourage,supporter
746392,they,will intimidate,voters,724,734,nsubj,PRP,dobj,NNS,19540,intimidate,voter
746394,i,interviewed,writer,0,6,nsubj,PRP,dobj,NN,19541,interview,writer
746879,who,could hold,authority,2060,2066,nsubj,WP,dobj,NN,19549,hold,authority
746972,facts,haven’t stopped,republicans,228,236,nsubj,NNS,dobj,NNPS,19551,stop,republican
747289,that,favor,women,392,406,nsubj,WDT,dobj,NNS,19556,favor,woman
747306,sexism,undermine,women,989,994,nsubj,NN,dobj,NNS,19556,undermine,woman
747326,who,helps,missionary,222,242,nsubj,WP,dobj,NN,19557,help,missionary
747327,they,beat,brother,222,254,nsubj,PRP,dobj,NN,19557,beat,brother
747473,voter id laws,hit,voters,1102,1112,nsubj,NNS,dobj,NNS,19561,hit,voter
747484,that,push,republicans,1396,1410,nsubj,WDT,dobj,NNS,19561,push,republican
747683,cendyn,is using,server,1045,1059,nsubj,NNP,dobj,NN,19566,use,server
747896,it,found,authority,895,900,nsubj,PRP,dobj,NN,19568,find,authority
748320,first amendment,protects,journalists,2132,2137,nsubj,NNP,dobj,NNS,19578,protect,journalist
748456,who,dislike,president,252,258,nsubj,WP,dobj,NN,19579,dislike,president
748514,he,grab,women,1382,1451,nsubj,PRP,dobj,NNS,19580,grab,woman
748536,we,accept,brute,302,313,nsubj,PRP,dobj,NN,19581,accept,brute
748549,they,monitored,students,727,734,nsubj,PRP,dobj,NNS,19581,monitor,student
748720,trump,found,partner,3081,3089,nsubj,NNP,dobj,NN,19583,find,partner
748782,you,called,women,1156,1160,nsubj,PRP,dobj,NNS,19584,call,woman
748821,who,don’t help,women,2224,2255,nsubj,WP,dobj,NNS,19584,help,woman
748824,it,helped,woman,2300,2319,nsubj,PRP,dobj,NN,19584,help,woman
749051,that,killed,marines,1024,1052,nsubj,WDT,dobj,NNPS,19589,kill,marine
749083,we,support,muslims,2036,2059,nsubj,PRP,dobj,NNPS,19589,support,muslim
749109,trump,led,voters,221,234,nsubj,NNP,dobj,NNS,19590,lead,voter
749111,democrats,need,voters,270,289,nsubj,NNPS,dobj,NNS,19590,need,voter
749180,plan,would leave,americans,519,537,nsubj,NN,dobj,NNPS,19594,leave,american
749498,i,punched,guy,1245,1248,nsubj,PRP,dobj,NN,19601,punch,guy
749603,we,shouldn’t blame,men,602,608,nsubj,PRP,dobj,NNS,19603,blame,man
749755,contradictions,have led,supporters,947,980,nsubj,NNS,dobj,NNS,19607,lead,supporter
749756,proposals,have led,supporters,947,980,conj,NNS,dobj,NNS,19607,lead,supporter
749786,that,asks,americans,370,402,nsubj,WDT,dobj,NNPS,19608,ask,american
749814,police,have identified,suspect,52,56,nsubj,NNS,dobj,NN,19609,identify,suspect
749965,he,used,celebrity,368,384,nsubj,PRP,dobj,NN,19612,use,celebrity
750069,trump,is encouraging,voters,763,786,nsubj,NNP,dobj,NNS,19613,encourage,voter
750092,we,need,women,188,193,nsubj,PRP,dobj,NNS,19614,need,woman
750099,her,teach,daughters,553,557,nsubj,PRP,dobj,NNS,19614,teach,daughter
750100,her,teach,sons,572,576,nsubj,PRP,dobj,NNS,19614,teach,son
750132,he,asked,supporters,419,440,nsubj,PRP,dobj,NNS,19615,ask,supporter
750138,ads,would persuade,voters,575,614,nsubj,NNS,dobj,NNS,19615,persuade,voter
750165,trump,has encouraged,supporters,1114,1118,nsubj,NNP,dobj,NNS,19615,encourage,supporter
750217,united states,needs,women,69,140,nsubj,NNP,dobj,NNS,19616,need,woman
750227,we,need,women,336,338,nsubj,PRP,dobj,NNS,19616,need,woman
750335,he,grab,woman,2712,2734,nsubj,PRP,dobj,NN,19616,grab,woman
750380,managers building products,treated,workers,716,728,nsubj,NNS,dobj,NNS,19617,treat,worker
750500,they,liked,husband,2043,2046,nsubj,PRP,dobj,NN,19618,like,husband
750607,she,will defend,allies,261,264,nsubj,PRP,dobj,NNS,19621,defend,ally
750616,immigration,hurts,workers,512,520,nsubj,NN,dobj,NNS,19621,hurt,worker
750623,who,denounces,parents,660,692,nsubj,WP,dobj,NNS,19621,denounce,parent
750693,obama,asked,man,71,74,nsubj,NNP,dobj,NN,19625,ask,man
750778,he,paid,guy,1100,1104,nsubj,PRP,dobj,NN,19627,pay,guy
750902,pollsters,were asking,voters,218,275,nsubj,NNS,dobj,NNS,19629,ask,voter
751017,i,respect,women,238,240,nsubj,PRP,dobj,NNS,19633,respect,woman
751038,he,likes,women,755,763,nsubj,PRP,dobj,NNS,19633,like,woman
751328,stream,confused,male,261,306,nsubj,NN,dobj,NN,19636,confuse,male
751663,he,instructs,supporters,486,489,nsubj,PRP,dobj,NNS,19645,instruct,supporter
751689,police,have identified,person,582,605,nsubj,NNS,dobj,NN,19646,identify,person
751741,crown,appoints,person,537,547,nsubj,NN,dobj,NN,19649,appoint,person
751814,he,’ll find,father,321,331,nsubj,PRP,dobj,NN,19652,find,father
751987,department,sued,landlords,1154,1160,nsubj,NNP,dobj,NNS,19658,sue,landlord
752039,he,could hold,landlord,3258,3263,nsubj,PRP,dobj,NN,19658,hold,landlord
752140,facebook,was employing,editors,2255,2265,nsubj,NNP,dobj,NNS,19660,employ,editor
752205,alabama,denying,felons,477,484,nsubj,NNP,dobj,NNS,19661,deny,felon
752464,he,could grab,women,321,338,nsubj,PRP,dobj,NNS,19669,grab,woman
752477,who,question,father,590,600,nsubj,WP,dobj,NN,19669,question,father
752640,he,treats,women,1917,1919,nsubj,PRP,dobj,NNS,19673,treat,woman
752642,he,encourages,supporters,1928,1930,nsubj,PRP,dobj,NNS,19673,encourage,supporter
752722,people,aren’t confronting,partners,1878,1885,nsubj,NNS,dobj,NNS,19674,confront,partner
753014,that,hurt,immigrants,316,349,nsubj,WDT,dobj,NNS,19679,hurt,immigrant
753225,he,asks,god,265,268,nsubj,PRP,dobj,NNP,19684,ask,god
753256,westworld,hits,ground,806,827,nsubj,NNP,dobj,NN,19684,hit,grind
753627,who,ignored,husband,2283,2311,nsubj,WP,dobj,NN,19687,ignore,husband
753695,that,alienate,voters,607,617,nsubj,WDT,dobj,NNS,19690,alienate,voter
753826,it,discourages,kids,719,755,nsubj,PRP,dobj,NNS,19692,discourage,kid
753999,’s recovery,helped saved,republicans,146,152,nsubj,NN,dobj,NNPS,19699,save,republican
754022,which,asks,voters,683,699,nsubj,WDT,dobj,NNS,19699,ask,voter
754081,policeman,murdered,americans,277,289,nsubj,NN,dobj,NNPS,19701,murder,american
754154,who,pushes,daughter,393,411,nsubj,WP,dobj,NN,19703,push,daughter
754220,that,alienate,voters,648,658,nsubj,WDT,dobj,NNS,19704,alienate,voter
754363,he,welcomed,women,303,321,nsubj,PRP,dobj,NNS,19706,welcome,woman
754413,people,hate,men,1133,1156,nsubj,NNS,dobj,NNS,19707,hate,man
754538,they,loved,children,4900,4910,nsubj,PRP,dobj,NNS,19707,love,child
754572,people,can remember,beauty,6131,6144,nsubj,NNS,dobj,NN,19707,remember,beauty
754749,he,killed,terrorists,229,239,nsubj,PRP,dobj,NNS,19710,kill,terrorist
754775,who,murdered,police officers,799,819,nsubj,WP,dobj,NNS,19710,murder,police officer
754848,that,favors,outsiders,2891,2897,nsubj,DT,dobj,NNS,19710,favor,outsider
754857,american national election studies,have been asking,republicans,3108,3119,nsubj,NNPS,dobj,NNPS,19710,ask,republican
754880,activism problem,can identify,enemy,3671,3711,nsubj,NN,dobj,NN,19710,identify,enemy
754881,you,can identify,enemy,3671,3711,nsubj,PRP,dobj,NN,19710,identify,enemy
755164,rap music,was poisoning,children,425,438,nsubj,NN,dobj,NNS,19715,poison,child
755171,melania revelation,would demoralize,supporters,297,318,nsubj,NN,dobj,NNS,19716,demoralize,supporter
755179,trump,doesn't like,immigrants,549,553,nsubj,JJ,dobj,NNS,19716,like,immigrant
755202,who,believes,husband,172,184,nsubj,WP,dobj,NN,19717,believe,husband
755237,it,exposes,husband,1082,1087,nsubj,PRP,dobj,NN,19717,expose,husband
755373,family members,to coerce,person,489,521,nsubj,NNS,dobj,NN,19722,coerce,person
755374,peers,to coerce,person,489,521,conj,NNS,dobj,NN,19722,coerce,person
755436,trump,using,lobbyists,63,67,nsubj,NNP,dobj,NNS,19724,use,lobbyist
755589,you,hate,lady,367,374,nsubj,PRP,dobj,NN,19726,hate,lady
755638,who,hurt,women,1545,1553,nsubj,WP,dobj,NNS,19727,hurt,woman
755696,woman leader,inspires,girls,2906,2911,nsubj,NN,dobj,NNS,19727,inspire,girl
755863,researchers,asked,parents,947,949,nsubj,NNS,dobj,NNS,19732,ask,parent
755905,trump,criticized,accountant,532,544,nsubj,NNP,dobj,NN,19733,criticize,accountant
755973,who,kills,journalists,1939,1956,nsubj,WP,dobj,NNS,19733,kill,journalist
755979,he,killed,terrorists,2001,2010,nsubj,PRP,dobj,NNS,19733,kill,terrorist
756019,he,would sue,women,3034,3063,nsubj,PRP,dobj,NNS,19733,sue,woman
756055,two,attacked,man,4081,4094,nsubj,CD,dobj,NN,19733,attack,man
756056,supporters,attacked,man,4081,4094,nsubj,NNS,dobj,NN,19733,attack,man
756073,he,will punish,enemies,153,171,nsubj,PRP,dobj,NNS,19734,punish,enemy
756126,that,alienate,voters,910,920,nsubj,WDT,dobj,NNS,19735,alienate,voter
756234,democrats,are using,voters,1036,1051,nsubj,NNPS,dobj,NNS,19737,use,voter
756455,loss,does threaten,leaders,2720,2739,nsubj,NN,dobj,NNS,19742,threaten,leader
756518,nation organizers,have encouraged,supporters,492,497,nsubj,NNS,dobj,NNS,19745,encourage,supporter
756569,you,defend,women,40,46,nsubj,PRP,dobj,NNS,19747,defend,woman
756578,republican party,doesn’t hate,women,249,264,nsubj,NNP,dobj,NNS,19747,hate,woman
756593,gop,treats,women,559,567,nsubj,NNP,dobj,NNS,19747,treat,woman
756702,i,’m addressing,person,858,862,nsubj,PRP,dobj,NN,19748,address,person
756808,campaign,has been pushing,supporters,211,216,nsubj,NN,dobj,NNS,19751,push,supporter
756839,ford,blamed,homosexuals,489,499,nsubj,NNP,dobj,NNS,19752,blame,homosexual
756977,reno,entertain,politicians,158,166,nsubj,NNP,dobj,NNS,19756,entertain,politician
756997,who,denigrate,women,664,668,nsubj,WP,dobj,NNS,19756,denigrate,woman
756998,who,denigrate,politicians,664,669,nsubj,WP,dobj,NNS,19756,denigrate,politician
757037,we,need,president,574,609,nsubj,PRP,dobj,NN,19757,need,president
757194,period,accused,muslims,868,882,nsubj,NN,dobj,NNPS,19761,accuse,muslim
757298,reformers,enjoy,mayors,710,721,nsubj,NNS,dobj,NNS,19763,enjoy,mayor
757446,you,can’t blame,voters,370,374,nsubj,PRP,dobj,NNS,19767,blame,voter
757479,women,treat,men,677,679,nsubj,NNS,dobj,NNS,19768,treat,man
757566,rory,calls,mother,317,330,nsubj,NNP,dobj,NN,19772,call,mother
757638,they,had hired,immigrants,1032,1065,nsubj,PRP,dobj,NNS,19773,hire,immigrant
757685,demagoguery,has startled,republicans,1411,1423,nsubj,NN,dobj,NNPS,19774,startle,republican
757724,they,had called,woman,362,372,nsubj,PRP,dobj,NN,19775,call,woman
757914,lies,paid,entrepreneurs,1173,1205,nsubj,NNS,dobj,NNS,19779,pay,entrepreneur
757916,distortions,paid,entrepreneurs,1173,1205,conj,NNS,dobj,NNS,19779,pay,entrepreneur
757919,who,sued,republicans,170,175,nsubj,WP,dobj,NNPS,19780,sue,republican
757945,we,can help,girl,154,183,nsubj,PRP,dobj,NN,19781,help,girl
757994,he,’d grab,mother,499,515,nsubj,PRP,dobj,NN,19783,grab,mother
758085,supporters,to intimidate,voters,217,266,nsubj,NNS,dobj,NNS,19787,intimidate,voter
758356,we,divorce,hero,1102,1122,nsubj,PRP,dobj,NN,19794,divorce,hero
758370,candidates,experienced,politicians,0,5,nsubjpass,NNS,dobj,NNS,19796,experience,politician
758515,that,incarcerated,americans,24,55,nsubj,WDT,dobj,NNPS,19801,incarcerate,american
758518,trump,attacked,judge,150,161,nsubj,NNP,dobj,NN,19801,attack,judge
758535,he,would ban,muslims,633,646,nsubj,PRP,dobj,NNPS,19801,ban,muslim
758587,wiping,may help,cousin,496,513,csubj,VBG,dobj,NN,19802,help,cousin
758598,who,served,president,38,66,nsubj,WP,dobj,NN,19803,serve,president
758691,america,has elected,president,2374,2389,nsubj,NNP,dobj,NN,19803,elect,president
758880,we,have asked,parents,2080,2105,nsubj,PRP,dobj,NNS,19808,ask,parent
759061,hillary clinton,contacted,voters,0,9,nsubj,NNP,dobj,NNS,19814,contact,voter
759172,they,expose,republicans,1748,1759,nsubj,PRP,dobj,NNPS,19817,expose,republican
759227,party,abandon,liberals,3737,3747,nsubj,NN,dobj,NNS,19817,abandon,liberal
759265,website,urges,voters,92,95,nsubj,NN,dobj,NNS,19819,urge,voter
759527,that,hold,american,829,838,nsubj,WDT,dobj,NNP,19827,hold,american
759602,that,hold,american,829,838,nsubj,WDT,dobj,NNP,19829,hold,american
759642,democrat tammy duckworth,beat,opponent,101,136,nsubj,NNP,dobj,NN,19832,beat,opponent
759759,he,will endorse,man,411,438,nsubj,PRP,dobj,NN,19835,endorse,man
759950,america,elected,man,2243,2246,nsubj,NNP,dobj,NN,19838,elect,man
760078,he,grab,women,0,15,nsubj,PRP,dobj,NNS,19844,grab,woman
760088,they,chose,man,166,169,nsubj,PRP,dobj,NN,19844,choose,man
760094,half,hate,women,397,406,nsubj,NN,dobj,NNS,19844,hate,woman
760095,society,values,women,423,430,nsubj,NN,dobj,NNS,19844,value,woman
760110,i,love,wife,805,836,nsubj,PRP,dobj,NN,19844,love,wife
760112,he,likes,woman,858,862,nsubj,PRP,dobj,NN,19844,like,woman
760126,nobody,respects,women,1100,1125,nsubj,NN,dobj,NNS,19844,respect,woman
760134,they,need,women,1308,1310,nsubj,PRP,dobj,NNS,19844,need,woman
760214,government,forces,citizens,310,331,nsubj,NN,dobj,NNS,19846,force,citizen
760297,he,use,americans,1256,1264,nsubj,PRP,dobj,NNPS,19848,use,american
760338,which,prompted,women,2255,2289,nsubj,WDT,dobj,NNS,19848,prompt,woman
760443,i,asked,researchers,675,678,nsubj,PRP,dobj,NNS,19853,ask,researcher
760635,he,insulted,women,137,151,nsubj,PRP,dobj,NNS,19859,insult,woman
760710,that,would hit,americans,2018,2038,nsubj,WDT,dobj,NNPS,19860,hit,american
761154,clinton,addresses,girls,983,985,nsubj,NNP,dobj,NNS,19868,address,girl
761187,plan,would leave,americans,795,832,nsubj,NN,dobj,NNPS,19869,leave,american
761238,i,pushed,son,929,952,nsubj,PRP,dobj,NN,19870,push,son
761354,line immigration policies,could dissuade,scientists,463,481,nsubj,NNS,dobj,NNS,19874,dissuade,scientist
761374,trump,would appoint,scientists,970,994,nsubj,NNP,dobj,NNS,19874,appoint,scientist
761564,he,needs,supporters,367,375,nsubj,PRP,dobj,NNS,19878,need,supporter
761605,candidate,had beaten,woman,138,159,nsubj,NN,dobj,NN,19880,beat,woman
761695,that,has hindered,women,1209,1232,nsubj,WDT,dobj,NNS,19883,hinder,woman
761733,that,depressed,liberals,57,64,nsubj,WDT,dobj,NNS,19886,depress,liberal
762058,america,elected,president,6,11,nsubj,NNP,dobj,NN,19896,elect,president
762143,that,elected,leader,846,867,nsubj,WDT,dobj,NN,19898,elect,leader
762254,that,employ,workers,1573,1583,nsubj,WDT,dobj,NNS,19901,employ,worker
762292,that,had eluded,presidents,46,63,nsubj,WDT,dobj,NNS,19903,elude,president
762441,we,could hit,ground,212,241,nsubj,PRP,dobj,NN,19904,hit,grind
762458,work,has left,president,731,746,nsubj,NN,dobj,NN,19904,leave,president
762462,they,’re treating,employees,832,857,nsubj,PRP,dobj,NNS,19904,treat,employee
762526,groups,found,men,750,764,nsubj,NNS,dobj,NNS,19906,find,man
762598,who,attack,men,2261,2276,nsubj,WP,dobj,NNS,19906,attack,man
762621,groups,found,hero,2855,2864,nsubj,NNS,dobj,NN,19906,find,hero
762652,that,leads,men,3737,3750,nsubj,WDT,dobj,NNS,19906,lead,man
762967,that,asked,voters,596,604,nsubj,WDT,dobj,NNS,19911,ask,voter
763014,conventions,remind,voters,1534,1538,nsubj,NNS,dobj,NNS,19911,remind,voter
763174,administration,killing,americans,1876,1929,nsubj,NN,dobj,NNPS,19913,kill,american
763220,percent,believe,terrorists,2979,2991,nsubj,NN,dobj,NNS,19913,believe,terrorist
763267,it,could ban,allies,1270,1294,nsubj,PRP,dobj,NNS,19914,ban,ally
763351,who,thrilled,voters,464,488,nsubj,WP,dobj,NNS,19917,thrill,voter
763429,trump,beat,republicans,2513,2548,nsubj,NNP,dobj,NNPS,19917,beat,republican
763975,riders,to hinder,citizens,4531,4534,nsubj,NNS,dobj,NNS,19927,hinder,citizen
764014,nobody,respects,women,1056,1071,nsubj,NN,dobj,NNS,19928,respect,woman
764031,i,will direct,secretary,470,477,nsubj,PRP,dobj,NNP,19929,direct,secretary
764032,i,will direct,secretary,470,494,nsubj,PRP,dobj,NNP,19929,direct,secretary
764072,donald trump,stunned,leaders,0,7,nsubj,NNP,dobj,NNS,19931,stun,leader
764147,insurers,charge,patients,1340,1348,nsubj,NNS,dobj,NNS,19932,charge,patient
764201,he,use,presidents,202,211,nsubj,PRP,dobj,NNS,19933,use,president
764261,them,to arrest,immigrants,1718,1743,nsubj,PRP,dobj,NNS,19933,arrest,immigrant
764262,you,encourage,police officers,1813,1821,nsubj,PRP,dobj,NNS,19933,encourage,police officer
764277,elton gallegly,observes,woman,2180,2194,nsubj,NNP,dobj,NN,19933,observe,woman
764333,americans,might like,leader,1385,1392,nsubj,NNPS,dobj,NN,19934,like,leader
764343,trump supporters,harassed,students,74,88,nsubj,NNS,dobj,NNS,19935,harass,student
764357,attack,left,hostages,669,703,nsubj,NN,dobj,NNS,19935,leave,hostage
764518,trump,is using,lobbyists,1523,1531,nsubj,NNP,dobj,NNS,19938,use,lobbyist
764590,that,befuddle,citizens,1631,1654,nsubj,WDT,dobj,NNS,19939,befuddle,citizen
764654,quarter,chose,president,149,165,nsubj,NN,dobj,NN,19942,choose,president
764798,existence,prompted,voters,689,703,nsubj,NN,dobj,NNS,19945,prompt,voter
764815,that,elect,president,61,74,nsubj,WDT,dobj,NN,19947,elect,president
765017,he,hired,partner,1644,1657,nsubj,PRP,dobj,NN,19952,hire,partner
765018,he,hire,employee,1669,1690,nsubj,PRP,dobj,NN,19952,hire,employee
765101,he,would use,authority,61,77,nsubj,PRP,dobj,NN,19954,use,authority
765151,that,led,republicans,1056,1074,nsubj,WDT,dobj,NNPS,19954,lead,republican
765233,child,married,republican,1949,1965,nsubj,NN,dobj,NNP,19955,marry,republican
